ID,Category,Latitude,Longitude
944,,44.8475337,11.9702464
945,,44.8475643,11.9703309
946,,44.84775,11.970326
947,,44.8479308,11.9703228
948,,44.8481209,11.9703192
949,,44.8483017,11.9703204
950,,44.8484761,11.9703168
951,,44.8486664,11.9703182
952,,44.8488466,11.9703128
953,,44.8490275,11.9703103
954,,44.8492304,11.9703066
955,,44.8494191,11.970308
956,,44.8496094,11.970306
957,,44.8498084,11.9703021
958,,44.8499893,11.9702868
959,,44.8498311,11.9703986
960,,44.8496516,11.9704004
961,,44.8494555,11.9704018
962,,44.849271,11.9704
963,,44.8490867,11.9704011
964,,44.8488896,11.9703979
965,,44.8487025,11.9703979
966,,44.848517,11.9703925
967,,44.8483269,11.9703976
968,,44.8481658,11.9703998
969,,44.8479871,11.9704013
970,,44.8477896,11.970405
971,,44.8475973,11.970404
972,,44.8474032,11.9704109
973,,44.8475197,11.9704732
974,,44.8477173,11.9704747
975,,44.8479267,11.9704741
976,,44.8481245,11.9704772
977,,44.8483183,11.9704733
978,,44.848524,11.9704794
979,,44.8487168,11.9704788
980,,44.8489208,11.9704692
981,,44.8491183,11.9704709
982,,44.8493159,11.9704723
983,,44.8495204,11.9704714
984,,44.8497214,11.9704719
985,,44.8499157,11.970464
986,,44.8497771,11.9709706
987,,44.8495917,11.9709679
988,,44.8493896,11.9709674
989,,44.8491979,11.9709684
990,,44.849007,11.9709712
991,,44.8488004,11.9709745
992,,44.8486091,11.9709767
993,,44.8484226,11.9709845
994,,44.8482125,11.9709835
995,,44.8480186,11.9709861
996,,44.8478289,11.9709884
997,,44.8476214,11.9709903
998,,44.8474323,11.970997
999,,44.8474665,11.9706751
1000,,44.8476504,11.9706677
